boys_name,last_name,street_address,town,zip ,math_score,ela_score,total_score,Column1,choice_1,choice_2,choice_3,choice_4
Ezekie,Fernandez,159 Richmond Court,Northern Ridge,72409,510,451,961,,Main Valley Senior,Eastern Ocean Secondary,Main Terrace College,Eastern Terrace Secondary
Parker,Mann,509 Largo Boulevard,South River,72358,484,477,961,,Southern Plateau Secondary,Southern Ocean High,Main Terrace Secondary,Eastern Ocean College
Dillan,Lynn,650 Morristown Road,Northern View,72405,533,427,960,,South Valley Senior,East Valley Senior,Western Delta Secondary,Northern Delta Senior
Theodore,Haas,187 Ithaca Road,North Terrace,72347,526,434,960,,East-Central View Composite,East Bayou High,West Ocean Senior,Central Bay Secondary
Issac,Richard,714 Grapevine Drive,Northern Bay,72414,498,462,960,,Main Terrace Senior,East-Central View Composite,Southern Terrace Senior,Western Delta Secondary
Camryn,Valencia,963 Bolingbrook Place,North View,72345,467,493,960,,Western Bayou High,South Ridge High,East Plateau College,Main Ridge College
Sean,Grimes,858 Commerce City Drive,West View,72365,516,443,959,,North Bay High,Central Terrace Junior-Sec,Main River College,Northern Delta Senior
Marquise,Nichols,541 Schaumburg Court,Northern View,72405,501,458,959,,Eastern View Composite,Main Bayou College,Western Bayou High,South Delta Secondary
Jayden,Pope,613 Norman Street,Eastern Ridge,72439,544,414,958,,Eastern Bayou Secondary,Eastern Plateau Senior,East Bayou College,Main Terrace Secondary
Malcolm,Gill,676 Malden Road,North Plateau,72350,530,428,958,,Main Delta Composite,East Bayou College,Eastern Plateau Senior,Eastern View High
Stephen,Pope,435 Alhambra Lane,Southern Bayou,72423,519,439,958,,South View Composite,Main Delta Senior,Northern Bayou High,East Terrace Senior
Johnathan,Gallagher,321 Weston Lane,Western Ridge,72429,502,456,958,,Northern View Junior-Sec,South Valley Senior,Southern Ridge Secondary,Eastern Plateau Junior-Sec
Sam,Cowan,526 Dale City Court,Main Bayou,72403,500,458,958,,East Bayou College,Northern Valley Senior,East Terrace Senior,North Valley Junior-Sec
Denzel,Wilson,823 Hempstead Avenue,Northern Bay,72414,466,492,958,,Central Ridge Composite,North Plateau Secondary,East Valley Senior,Eastern Ocean College
Allen,Roman,597 Maple Grove Drive,Central Delta,72392,549,408,957,,North Bay High,Main Valley Senior,Eastern View High,East Valley High
Gauge,Waters,514 Novato Boulevard,Northern Delta,72412,533,424,957,,Main Ridge College,Western Plateau Secondary,East Ocean Secondary,Main River College
Calvin,Smith,492 Santa Fe Place,South Valley,72356,473,484,957,,South Delta Secondary,North Terrace High,North Bay High,Eastern River Secondary
Colt,Cuevas,852 Elizabeth Court,North Terrace,72347,505,451,956,,East Bayou College,Southern Terrace Senior,Western Bayou High,North Bay College
Sam,Oneill,420 Napa Street,Eastern View,72435,481,475,956,,East River Senior,Northern Terrace High,Central Ridge Senior,Eastern Plateau Senior
Grayson,Gentry,546 Homestead Boulevard,North Delta,72352,550,405,955,,Southern Plateau Secondary,Eastern Terrace Secondary,Southern Terrace Senior,East Bayou College
Leandro,Sutton,801 Kankakee Drive,Eastern Bay,72444,530,425,955,,South Plateau Secondary,Central Plateau Secondary,East River Senior,Western Delta Junior-Sec
Stephen,Richard,424 Medford Drive,West Delta,72372,513,442,955,,Southern Bayou Composite,East Valley High,Central Bay Secondary,Western Bayou High
Jensen,Ali,911 Johns Creek Road,Northern Bay,72414,524,430,954,,North Bay College,Western Bayou High,South Ocean High,Eastern Terrace Secondary
Ben,Barry,845 Janesville Avenue,East Valley,72376,514,440,954,,Northern River Senior,Main Valley Senior,Southern Bay College,East Plateau College
Gianni,Levine,567 Daly City Lane,South Ridge,72359,489,464,953,,Northern Delta Senior,Main Ridge College,East Plateau College,Eastern View High
Gauge,Escobar,184 South Hill Drive,Northern Ocean,72411,465,488,953,,South River High,East-Central View Composite,West Valley High,Main Delta Composite
Alden,Pineda,872 Jurupa Valley Road,West Valley,72366,547,405,952,,North Bayou High,Main Terrace Senior,Western Ocean Secondary,Central Terrace Secondary
Enzo,Mcintosh,976 Buckeye Street,Eastern Terrace,72437,529,423,952,,Eastern Ocean College,Northern Bay College,North Bay College,South River Junior-Sec
Ezekie,Serrano,178 Santee Court,Southern Bay,72424,509,443,952,,North Plateau Secondary,Main Ridge College,Western Ridge High,Eastern View High
Emiliano,Oneill,511 West Allis Boulevard,West Bay,72374,507,445,952,,Main Terrace Secondary,Southern Terrace Senior,West Bayou Senior,Eastern View High
Hugh,Lozano,641 San Ramon Street,Southern Plateau,72420,506,446,952,,Central Terrace Junior-Sec,Eastern View Composite,Main River College,Western Bayou High
Keagan,Ellison,653 Porterville Court,North Bay,72354,494,458,952,,North Bay High,Northern Valley Senior,Eastern Bayou Secondary,Central Bay Secondary
Carl,Pace,837 Blue Springs Place,East View,72375,547,404,951,,Eastern Plateau Senior,West Bayou Senior,Northern Valley Senior,Central Ridge Senior
Issac,Sheppard,316 Livonia Street,Northern Bay,72414,542,409,951,,Northern Bay College,Main Bayou College,North Valley Junior-Sec,North Plateau Secondary
Theodore,Stark,962 St. Clair Shores Court,Northern View,72405,519,432,951,,Southern Terrace Senior,Eastern Plateau Junior-Sec,South Valley Senior,East Valley Senior
Kingston,Irwin,886 Elyria Street,Western Ridge,72429,471,480,951,,Western Delta Junior-Sec,Eastern Bayou Secondary,North Valley Junior-Sec,East Plateau College
Andrew,Ryan,883 Layton Boulevard,Main Delta,72402,469,482,951,,East Ocean Secondary,Main Plateau Composite,Western Delta Junior-Sec,South Delta Secondary
Case,Cain,111 Billings Place,Central Bay,72394,460,490,950,,South Delta Secondary,Eastern Valley Junior-Sec,Southern Bay College,North Valley Junior-Sec
Ruben,Cline,350 Haverhill Court,Eastern River,72438,543,407,950,,East Plateau College,Northern Delta Senior,Southern Plateau Secondary,Main River College
Shaun,Schwartz,789 Charlottesville Boulevard,Southern View,72415,523,427,950,,Main River College,Northern River Senior,Northern Bay College,East Valley Senior
Chace,Levy,63 Bozeman Road,Southern Terrace,72417,506,444,950,,Main Terrace Secondary,South River High,Eastern Ocean College,Main Plateau College
Kristian,Green,106 Hamilton Road,South River,72358,503,447,950,,East Plateau College,West Valley High,Main Bayou College,Northern Bay College
Larry,Lynn,742 Alexandria Boulevard,Eastern Bay,72444,491,459,950,,East-Central View Composite,East Plateau College,South Ridge High,Main Delta Composite
Leo,Freeman,575 East Los Angeles Lane,North Valley,72346,490,460,950,,Northern Terrace High,Southern Bay College,North Bay High,West Ocean Senior
Ayaan,Hale,164 Monroe Court,Central Bay,72394,543,406,949,,South View Composite,West Bayou Senior,Main Terrace College,North Valley Junior-Sec
Deshawn,Leach,171 DeKalb Road,Central Delta,72392,533,416,949,,Central Bay Secondary,Main Bayou College,Western Delta Secondary,Southern Plateau Secondary
Terry,Escobar,742 League City Court,Western Delta,72432,530,419,949,,North Bayou High,Northern Terrace High,Southern Terrace Senior,West Valley High
Alden,Erickson,302 Smyrna Boulevard,Western Bayou,72433,525,424,949,,East Valley Senior,Main Delta Composite,Western Ocean Secondary,Western Delta Junior-Sec
Leandro,Hodges,890 Carmel Lane,West Plateau,72370,523,426,949,,Central Plateau Secondary,Central Ridge Composite,Central Terrace Junior-Sec,Northern View Junior-Sec
Eli,Vincent,381 State College Drive,Eastern Valley,72436,471,478,949,,Eastern Ocean Secondary,Central Terrace Junior-Sec,Southern Bayou Composite,Western Delta Secondary
Easton,Grimes,454 South Fulton Road,Western Delta,72432,542,406,948,,East Ocean Senior,Northern Bay College,South Delta Secondary,Eastern River Secondary
Ernest,Jacobson,574 West Jordan Lane,East Plateau,72380,473,475,948,,South River Junior-Sec,Main Terrace Senior,East Plateau College,Main Plateau Composite
Camryn,Greene,146 Dubuque Avenue,Northern Delta,72412,543,404,947,,Main River College,East Plateau College,Central Ridge Senior,Eastern Bayou Secondary
Kadyn,Burch,787 San Marcos Court,Southern View,72415,542,405,947,,East Terrace Senior,Southern Terrace Senior,East Plateau College,Eastern Valley Junior-Sec
Ricardo,Stark,469 Yuba City Street,East Ridge,72379,541,406,947,,Northern Ocean Secondary,West Ocean Senior,Eastern Plateau Senior,Main Valley Senior
Carl,Shea,851 Bangor Road,North Plateau,72350,541,406,947,,Eastern Bayou Junior-Sec,Western Bayou High,Northern Bay Senior,North Terrace High
Luka,Meza,358 Pontiac Road,Eastern Ocean,72441,540,407,947,,West Ocean Secondary,Eastern Bayou Secondary,Northern Valley Senior,South Plateau Secondary
Issac,Schultz,592 Bentonville Street,Central Delta,72392,503,444,947,,North Bayou High,Northern Bay Senior,Main Terrace Senior,Central Terrace Secondary
Braylen,Hurst,86 Wheeling Street,Eastern Bay,72444,502,445,947,,Western Plateau Secondary,Main Plateau College,North Bayou High,West Valley High
Alberto,Mcintyre,704 Sandy Springs Place,Western Valley,72426,492,455,947,,South Ridge High,East Ocean Secondary,Southern Terrace Senior,Eastern Plateau Junior-Sec
Kevin,Lyons,180 Bossier City Street,Northern Terrace,72407,490,457,947,,North Bayou High,South Delta Secondary,East Bayou High,Central Terrace Secondary
Jamarcus,Allison,973 Noblesville Boulevard,North Valley,72346,480,467,947,,Central Ridge Senior,Eastern Ocean Secondary,Northern Valley Senior,Northern Delta Senior
Raul,Cowan,746 Decatur Lane,East View,72375,545,401,946,,South Delta Secondary,Main Terrace College,Northern Bay College,North Valley Junior-Sec
Carlo,Velez,580 Altoona Lane,Central Terrace,72387,540,406,946,,Main Plateau College,Southern Ridge Secondary,South Plateau Secondary,Main River College
Fabian,Berger,783 Chicopee Boulevard,South Bayou,72363,536,410,946,,Main Delta Composite,West Valley High,Northern Terrace High,South Valley Senior
Hector,Little,713 Parma Lane,Western Bay,72434,520,426,946,,Western Ocean Secondary,North Terrace High,West Ocean Secondary,South Ridge High
Leo,Gibbs,27 Boynton Beach Drive,Eastern Plateau,72440,483,463,946,,Southern Terrace Senior,Eastern Ocean Secondary,East Ocean Secondary,North-West Ocean Senior
Gianni,Guerrero,145 Longview Drive,Central Terrace,72387,447,499,946,,Central-North View High,West Ocean Senior,East-Central View Composite,South River Junior-Sec
Harrison,Wright,121 Oak Lawn Lane,Northern View,72405,549,396,945,,Eastern View Composite,North Bay College,Main Delta Composite,East-Central View Composite
Eli,Woodward,378 West Hartford Place,Eastern Delta,72442,512,433,945,,Eastern Bayou Secondary,East Terrace Senior,Central Plateau Secondary,East Valley Senior
Kamari,Mathis,817 Bloomington Boulevard,West River,72368,507,438,945,,Main Delta Composite,North Terrace High,Northern View Junior-Sec,Eastern Valley Junior-Sec
Alvin,Bautista,360 Sugar Land Court,Main View,72395,482,463,945,,South Delta Secondary,Western Ridge High,Western Ocean Secondary,Western Delta Secondary
Terry,Bray,724 Lenexa Drive,Central Valley,72386,482,463,945,,Main Terrace College,North Ridge High,Northern Bay Senior,Main Plateau College
Issac,Crawford,138 St. Joseph Street,Eastern Delta,72442,541,403,944,,Western Delta Junior-Sec,Western Bayou High,Western Delta Secondary,Main Plateau Composite
Anton,Crane,268 Carmichael Court,Western River,72428,468,476,944,,Western Bayou High,East Ocean Secondary,Main Delta Senior,Western Delta Junior-Sec
Hector,Sloan,71 Fishers Boulevard,Northern Valley,72406,466,478,944,,South River Junior-Sec,East Plateau College,Eastern River Secondary,North Bayou High
Adam,Turner,250 Tinley Park Place,Southern View,72415,464,480,944,,East Bayou College,Eastern River Secondary,Northern Bay College,South View Composite
Frankie,Galvan,894 Framingham Avenue,Northern Valley,72406,445,499,944,,North Terrace High,Main Plateau Composite,Central Terrace Secondary,Southern Ocean High
Chace,Sharp,372 Chicopee Boulevard,Northern Ocean,72411,533,410,943,,East Ocean Senior,West Ocean Senior,Southern Plateau Secondary,North Bayou High
Ronald,Donovan,71 Weirton Drive,Eastern Ridge,72439,499,444,943,,Southern Plateau Secondary,Main Terrace College,Northern Ocean Secondary,Eastern Plateau Junior-Sec
Finley,Carroll,916 Yorba Linda Boulevard,East Valley,72376,489,454,943,,Main Delta Senior,North Bay College,East Ocean Senior,South Ridge High
Easton,Pittman,967 Redwood City Drive,Eastern Delta,72442,462,481,943,,Southern Ridge Secondary,Eastern Ocean College,East Ocean Senior,Main Plateau Composite
Dillan,Jacobson,610 Castro Valley Drive,Southern Plateau,72420,444,499,943,,Southern Bay College,Eastern River Secondary,East Valley High,East River Senior
Dayton,Cannon,938 Goodyear Drive,Western River,72428,517,425,942,,Northern River Senior,Western Delta Secondary,Central Bay Secondary,North Terrace High
Bobby,Moran,702 Petaluma Place,Main View,72395,487,455,942,,Eastern Ocean College,Northern River Senior,Eastern Plateau Senior,Main Bayou College
Shaun,Young,752 Loveland Boulevard,South Bay,72364,478,464,942,,Eastern Plateau Junior-Sec,Eastern River Secondary,North-West Ocean Senior,West Valley High
Aditya,Shields,98 Cleveland Boulevard,Northern Ocean,72411,550,391,941,,Eastern View Composite,Main Plateau Composite,Eastern River Secondary,Southern Terrace Senior
Case,Mcdowell,674 Hanover Lane,North Bay,72354,506,435,941,,Northern Bayou High,East Terrace Senior,East Bayou College,Central Terrace Junior-Sec
Deandre,Cannon,434 Apple Valley Lane,East Ridge,72379,504,437,941,,North Terrace High,Southern Bay College,Northern View Junior-Sec,Western Delta Secondary
Aydan,Walters,81 Jonesboro Place,South Bay,72364,484,457,941,,East-Central View Composite,Eastern View High,Main Terrace College,Eastern Ocean Secondary
Victor,Pace,956 Vista Place,Northern View,72405,479,462,941,,Eastern Bayou Junior-Sec,West Valley High,Northern Bayou High,Eastern Plateau Junior-Sec
Jakobe,Gallagher,424 Palo Alto Road,Main Bayou,72403,473,468,941,,Western Ocean Secondary,Southern Ocean High,Southern Ridge Secondary,Northern Delta Senior
Darwin,Marquez,640 Moore Court,Northern Ocean,72411,472,469,941,,Eastern Plateau Senior,Eastern Valley Junior-Sec,Southern Ridge Secondary,Central-North View High
Raul,Williams,510 Spring Hill Place,Southern Ocean,72421,446,495,941,,Western Delta Secondary,East Ocean Secondary,South View Composite,Main Plateau Composite
Kingston,Barton,563 Ames Street,East Ocean,72381,510,430,940,,Southern Ocean High,Western Ridge High,Main Delta Composite,West Valley High
Mathias,Yates,221 Menifee Boulevard,North Valley,72346,502,438,940,,Eastern River Secondary,Southern Bayou Composite,Main Bayou College,Eastern Plateau Senior
Aditya,Little,590 Cranston Boulevard,North Bayou,72353,476,464,940,,South View Composite,North Terrace High,Northern View Junior-Sec,Northern Delta Senior
Kenny,Summers,639 Rome Place,East Bayou,72383,469,471,940,,East Ocean Secondary,Eastern View Composite,Southern Ridge Secondary,North-West Ocean Senior
Terry,Carroll,268 Cheyenne Avenue,East Bayou,72383,490,449,939,,Main Delta Composite,East Bayou High,North Valley Junior-Sec,Eastern Plateau Junior-Sec
Carl,George,370 San Clemente Road,Central Ridge,72389,455,484,939,,South River Junior-Sec,Southern Ridge Secondary,Eastern Terrace Secondary,West Ocean Secondary
Konner,Lyons,576 Stonecrest Street,West River,72368,455,484,939,,West Ocean Secondary,Western Ocean Secondary,South Delta Secondary,Main Delta Senior
Cael,Castro,613 East Los Angeles Boulevard,West Terrace,72367,496,442,938,,Eastern Bayou Secondary,Central Bay Secondary,Southern Bayou Composite,South River Junior-Sec
Marcelo,Turner,755 El Monte Road,Southern Ocean,72421,489,449,938,,Eastern River Secondary,Southern Ridge Secondary,East-Central View Composite,South River Junior-Sec
Ralph,Francis,579 Coeur d'Alene Street,Southern Terrace,72417,459,479,938,,Main Terrace Senior,South Plateau Secondary,Main River College,Main Plateau College
Barrett,Gallagher,294 Port Huron Place,South Delta,72362,442,496,938,,Northern Ocean Secondary,East Terrace Senior,Southern Terrace Senior,Central Bay Secondary
Gianni,Hale,492 Alton Drive,Main Bayou,72403,544,393,937,,Main Terrace Secondary,East River Senior,Main Terrace College,Northern Delta Senior
